User_ID,Cust_name,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount,Status
101414,Biju Toor,P3848,Male,36-45,34,Divorced,Karnataka,East,Engineer,Electronics,5,819.16,Pending
101415,Pihu Tripathi,P9798,Female,18-25,47,Married,Delhi,South,Student,Electronics,3,3202.95,Delivered
101416,Ahana  Mann,P4283,Other,18-25,41,Married,Karnataka,West,Doctor,Groceries,6,4535.21,Delivered
101417,Lagan Iyer,P6844,Male,46-55,46,Married,Karnataka,South,Teacher,Groceries,5,1069.92,Delivered
101418,Amira Bose,P3277,Female,56+,35,Divorced,Gujarat,East,Doctor,Electronics,1,2521.23,Delivered
101419,Vanya Jain,P1984,Female,56+,28,Divorced,Maharashtra,Central,Teacher,Groceries,9,629.79,Pending
101420,Suhana Sanghvi,P6794,Other,46-55,60,Single,Tamil Nadu,East,Student,Groceries,5,2431.01,Pending
101421,Jiya Sahota,P9093,Male,56+,24,Married,Karnataka,East,Student,Electronics,8,1066.63,Pending
101422,Ahana  Chacko,P6051,Other,36-45,18,Single,Maharashtra,South,Engineer,Electronics,9,3907.15,Delivered
101423,Anay Andra,P2804,Male,18-25,49,Single,Maharashtra,South,Student,Furniture,2,447.8,Cancelled
101424,Urvi Batta,P1320,Female,46-55,24,Divorced,Gujarat,South,Engineer,Groceries,3,3929.18,Pending
101425,Biju Khurana,P8212,Female,46-55,39,Divorced,Maharashtra,East,Doctor,Furniture,5,2008.03,Pending
101426,Purab Hora,P5095,Male,18-25,22,Married,Delhi,West,Teacher,Electronics,3,2235.86,Cancelled
101427,Adira Bajwa,P5238,Male,36-45,62,Single,Tamil Nadu,Central,Doctor,Furniture,8,2398.13,Pending
101428,Shlok Dua,P8398,Other,18-25,61,Single,Karnataka,South,Doctor,Furniture,7,2864.14,Delivered
101429,Darshit Borde,P3217,Other,36-45,36,Single,Tamil Nadu,South,Engineer,Clothing,9,1428.4,Pending
101430,Lakshit Bava,P1443,Female,36-45,53,Divorced,Delhi,South,Student,Groceries,1,4692.11,Cancelled
101431,Misha Ratta,P3919,Other,56+,35,Married,Karnataka,Central,Doctor,Clothing,7,4082.76,Pending
101432,Kiaan Jani,P7899,Male,18-25,33,Single,Tamil Nadu,East,Student,Clothing,7,730.78,Delivered
101433,Arhaan Walia,P7917,Male,46-55,20,Divorced,Karnataka,Central,Student,Furniture,5,2345.32,Delivered
101434,Inaaya  Varma,P1065,Other,36-45,45,Divorced,Tamil Nadu,East,Teacher,Furniture,3,1524.77,Delivered
101435,Jivin Ramesh,P8708,Other,26-35,61,Divorced,Delhi,Central,Business,Books,5,1791.89,Delivered
101436,Nishith Dugar,P9291,Other,36-45,52,Divorced,Tamil Nadu,West,Doctor,Groceries,5,339.36,Cancelled
101437,Vaibhav Khare,P8064,Male,26-35,44,Divorced,Tamil Nadu,Central,Doctor,Clothing,7,3928.8,Delivered
101438,Charvi Golla,P2718,Male,18-25,40,Married,Gujarat,East,Business,Electronics,2,4860.49,Cancelled
101439,Aarna Dhaliwal,P6693,Female,46-55,40,Married,Karnataka,Central,Teacher,Electronics,8,3355.34,Delivered
101440,Kiaan Shah,P5887,Male,26-35,62,Married,Delhi,West,Doctor,Groceries,8,4773.46,Cancelled
101441,Azad Bawa,P2446,Female,56+,29,Single,Karnataka,North,Teacher,Furniture,2,1158.29,Delivered
101442,Mahika Jani,P4916,Female,36-45,55,Single,Gujarat,North,Doctor,Electronics,2,1983.18,Delivered
101443,Aarush Chander,P9213,Male,46-55,46,Married,Gujarat,East,Doctor,Furniture,9,4791.24,Delivered
101444,Nitara Arya,P5695,Female,36-45,38,Divorced,Maharashtra,Central,Student,Groceries,5,3234.4,Cancelled
101445,Amani Rege,P8472,Female,36-45,28,Married,Maharashtra,South,Engineer,Clothing,1,1866.22,Cancelled
101446,Umang Agarwal,P2303,Other,18-25,49,Divorced,Maharashtra,South,Student,Electronics,4,2233.91,Delivered
101447,Hiran Kulkarni,P5030,Male,18-25,63,Divorced,Tamil Nadu,South,Business,Books,4,1775.37,Cancelled
101448,Jivika Ram,P2470,Male,26-35,22,Divorced,Tamil Nadu,East,Student,Furniture,6,1196.58,Pending
101449,Arnav Vohra,P4377,Female,36-45,43,Single,Karnataka,North,Doctor,Clothing,8,1181.78,Cancelled
101450,Dhanuk Raval,P3542,Female,18-25,47,Single,Gujarat,East,Doctor,Furniture,2,3413.77,Delivered
101451,Kartik Tailor,P5624,Other,36-45,64,Single,Delhi,East,Teacher,Electronics,8,3272.82,Cancelled
101452,Chirag Yohannan,P9547,Female,46-55,40,Single,Tamil Nadu,Central,Engineer,Groceries,9,3582.94,Cancelled
101453,Vardaniya Venkataraman,P2809,Female,56+,39,Single,Karnataka,East,Doctor,Electronics,9,4616.39,Pending
101454,Dhanush Varty,P9234,Other,56+,45,Married,Maharashtra,North,Business,Clothing,1,1972.07,Delivered
101455,Dishani Chaudhuri,P9961,Male,46-55,47,Divorced,Maharashtra,South,Business,Furniture,3,2768.46,Cancelled
101456,Arnav Dar,P3926,Other,18-25,39,Married,Tamil Nadu,East,Student,Furniture,5,4392.3,Cancelled
101457,Ryan Gill,P4126,Male,46-55,46,Single,Maharashtra,East,Student,Books,5,3908.38,Delivered
101458,Emir Tandon,P9739,Female,56+,58,Divorced,Maharashtra,Central,Teacher,Groceries,8,4796.06,Pending
101459,Ela Bava,P6406,Male,18-25,56,Divorced,Gujarat,South,Student,Clothing,1,2352.45,Delivered
101460,Vaibhav Balasubramanian,P9318,Female,18-25,39,Single,Tamil Nadu,North,Student,Electronics,5,3865.28,Delivered
101461,Ayesha Singh,P1837,Male,46-55,21,Married,Tamil Nadu,North,Student,Electronics,4,2503.9,Delivered
101462,Elakshi Mandal,P5656,Other,36-45,20,Married,Gujarat,West,Doctor,Groceries,6,4895.86,Delivered
101463,Zain Gola,P7341,Male,26-35,39,Divorced,Maharashtra,South,Teacher,Furniture,6,489.43,Delivered
101464,Vivaan Gokhale,P1319,Male,46-55,39,Single,Gujarat,East,Teacher,Furniture,1,3417.27,Pending
101465,Abram Sinha,P8666,Female,56+,55,Single,Gujarat,West,Engineer,Clothing,4,2411.82,Delivered
101466,Tiya Sandhu,P3953,Male,56+,61,Married,Tamil Nadu,South,Teacher,Clothing,9,1139.33,Delivered
101467,Divij Loyal,P7258,Female,26-35,36,Divorced,Maharashtra,East,Doctor,Clothing,6,2718.96,Pending
101468,Darshit Iyer,P7434,Female,26-35,38,Married,Karnataka,Central,Teacher,Furniture,2,2602.58,Delivered
101469,Amani Chander,P3703,Other,56+,48,Married,Tamil Nadu,Central,Doctor,Furniture,8,1671.67,Pending
101470,Purab Dhar,P8314,Other,26-35,43,Divorced,Gujarat,North,Business,Electronics,1,1296.85,Pending
101471,Amira Sekhon,P4958,Male,46-55,40,Single,Maharashtra,West,Student,Groceries,6,1545.38,Cancelled
101472,Advika Mahal,P9892,Male,36-45,53,Married,Karnataka,East,Business,Electronics,9,4940.56,Pending
101473,Ehsaan Rout,P2423,Female,26-35,46,Married,Tamil Nadu,West,Business,Clothing,6,398.33,Delivered
101474,Amani Kant,P6437,Male,36-45,51,Single,Gujarat,North,Business,Books,9,2242.38,Cancelled
101475,Shalv Dyal,P3810,Other,26-35,37,Married,Delhi,Central,Student,Furniture,8,2327.83,Pending
101476,Parinaaz Loke,P5809,Other,36-45,50,Single,Delhi,West,Teacher,Furniture,2,4905.08,Cancelled
101477,Aayush Sha,P3916,Other,26-35,30,Divorced,Delhi,East,Student,Furniture,7,3374.08,Pending
101478,Indrajit Tiwari,P4173,Other,18-25,60,Divorced,Maharashtra,North,Student,Clothing,5,1569.26,Pending
101479,Tarini Sem,P1795,Other,46-55,39,Divorced,Tamil Nadu,West,Doctor,Groceries,6,3748.43,Delivered
101480,Gatik Vora,P6051,Other,18-25,64,Single,Maharashtra,North,Student,Clothing,4,3641.47,Pending
101481,Hunar Sachdeva,P6356,Male,36-45,63,Divorced,Gujarat,Central,Student,Books,4,4573.02,Cancelled
101482,Baiju Bose,P7937,Male,46-55,45,Divorced,Gujarat,Central,Doctor,Electronics,5,2482.27,Pending
101483,Reyansh Wali,P2208,Other,18-25,27,Divorced,Karnataka,North,Doctor,Electronics,2,3991.03,Pending
101484,Baiju Hayre,P6790,Male,46-55,21,Married,Gujarat,North,Engineer,Electronics,9,3677.58,Delivered
101485,Dishani Jaggi,P1306,Other,26-35,47,Divorced,Gujarat,North,Engineer,Groceries,2,1223.52,Pending
101486,Lakshit Randhawa,P7937,Other,18-25,30,Married,Tamil Nadu,West,Student,Books,1,948.89,Delivered
101487,Elakshi Rama,P9262,Other,36-45,20,Single,Tamil Nadu,North,Student,Books,8,1748.44,Pending
101488,Akarsh Arora,P4524,Male,26-35,39,Single,Gujarat,West,Teacher,Groceries,3,2117.98,Delivered
101489,Diya Dave,P7277,Female,36-45,25,Single,Gujarat,Central,Business,Clothing,4,2267.05,Delivered
101490,Indranil Kala,P6727,Male,56+,57,Divorced,Gujarat,North,Teacher,Groceries,9,3333.66,Delivered
101491,Ojas Dugar,P4538,Male,36-45,20,Single,Maharashtra,Central,Doctor,Furniture,1,1459.44,Pending
101492,Aradhya Choudhry,P7585,Other,46-55,47,Single,Maharashtra,North,Doctor,Furniture,5,2393.53,Cancelled
101493,Diya Rau,P7094,Other,46-55,60,Married,Maharashtra,South,Doctor,Books,2,1727.19,Pending
101494,Romil Sheth,P6957,Other,36-45,19,Married,Karnataka,North,Engineer,Electronics,7,1415.24,Pending
101495,Lagan Khare,P6785,Male,18-25,45,Married,Gujarat,South,Doctor,Furniture,1,1508.88,Cancelled
101496,Pari Lalla,P9007,Male,56+,34,Single,Karnataka,East,Teacher,Books,9,2978.9,Cancelled
101497,Ivan Chana,P7254,Female,26-35,50,Divorced,Karnataka,West,Teacher,Electronics,1,1664.6,Cancelled
101498,Zaina Ratti,P1565,Male,26-35,41,Single,Tamil Nadu,West,Engineer,Clothing,4,4630.43,Cancelled
101499,Hazel Rajagopal,P6309,Other,18-25,31,Single,Delhi,North,Engineer,Groceries,1,1837.62,Pending
101500,Rohan Sabharwal,P2733,Other,46-55,27,Married,Maharashtra,Central,Engineer,Clothing,2,158.42,Delivered
101501,Indrajit Rama,P9906,Female,56+,42,Divorced,Gujarat,South,Engineer,Groceries,6,4501.53,Cancelled
101502,Keya Karan,P6015,Female,36-45,42,Divorced,Gujarat,East,Engineer,Books,9,1369.31,Pending
101503,Shanaya Bajwa,P9077,Other,56+,20,Married,Gujarat,South,Doctor,Electronics,4,2418.26,Cancelled
101504,Tarini Maharaj,P2801,Other,26-35,35,Divorced,Delhi,Central,Student,Clothing,9,1584.06,Pending
101505,Ranbir Chowdhury,P3432,Male,46-55,30,Married,Gujarat,East,Teacher,Furniture,8,3921.4,Cancelled
101506,Ela Gade,P3546,Male,56+,18,Single,Tamil Nadu,East,Doctor,Books,1,3385.29,Pending
101507,Onkar Kara,P5090,Female,56+,23,Divorced,Tamil Nadu,West,Teacher,Groceries,9,1275.84,Cancelled
101508,Urvi Deep,P8977,Female,18-25,64,Single,Tamil Nadu,West,Teacher,Electronics,9,107.9,Pending
101509,Saksham Ranganathan,P4421,Female,46-55,48,Single,Gujarat,North,Doctor,Clothing,6,1478.58,Pending
101510,Bhavin Dewan,P7621,Female,46-55,46,Single,Karnataka,West,Doctor,Electronics,6,4645.52,Pending
101511,Keya Chada,P3147,Male,56+,30,Single,Delhi,North,Doctor,Books,8,4351.6,Cancelled
101512,Neysa Zacharia,P1180,Other,56+,33,Married,Maharashtra,Central,Doctor,Groceries,9,2052.73,Cancelled
101513,Nitara Venkataraman,P5675,Other,36-45,42,Married,Delhi,Central,Engineer,Groceries,2,4612.66,Cancelled
101514,Vritika Dave,P8013,Female,56+,38,Divorced,Karnataka,Central,Doctor,Clothing,3,2384.71,Delivered
101515,Badal Dave,P2466,Male,46-55,29,Single,Karnataka,West,Business,Electronics,1,4809.07,Cancelled
101516,Rati Dutta,P6471,Female,36-45,37,Married,Tamil Nadu,South,Business,Electronics,7,2806.34,Pending
101517,Zara Kota,P3751,Male,56+,34,Divorced,Maharashtra,West,Engineer,Furniture,9,4101.31,Pending
101518,Badal Warrior,P8726,Female,18-25,62,Married,Maharashtra,South,Student,Electronics,7,1521.69,Cancelled
101519,Krish Balasubramanian,P9944,Other,18-25,45,Divorced,Maharashtra,East,Doctor,Groceries,9,300.95,Delivered
101520,Nayantara Kuruvilla,P1795,Other,46-55,56,Divorced,Maharashtra,West,Engineer,Clothing,6,1480.81,Delivered
101521,Lakshit Iyer,P3040,Other,56+,59,Married,Karnataka,South,Student,Electronics,4,4714.49,Cancelled
101522,Umang Bakshi,P5882,Female,26-35,64,Divorced,Delhi,North,Business,Clothing,5,3461.05,Cancelled
101523,Hiran Acharya,P7710,Female,26-35,64,Divorced,Maharashtra,South,Business,Clothing,6,3357.49,Pending
101524,Zara Ben,P5023,Male,26-35,25,Divorced,Tamil Nadu,Central,Student,Electronics,5,3784.06,Cancelled
101525,Nitara Bedi,P6428,Other,26-35,58,Divorced,Maharashtra,North,Doctor,Books,9,1935.33,Pending
101526,Shray Goyal,P3070,Male,26-35,64,Divorced,Karnataka,North,Teacher,Groceries,8,4212.06,Cancelled
101527,Adira Loyal,P3498,Other,18-25,43,Single,Tamil Nadu,West,Student,Furniture,6,3629.24,Delivered
101528,Abram Sastry,P1522,Male,36-45,38,Married,Gujarat,East,Engineer,Groceries,3,4629.04,Delivered
101529,Shaan Kari,P2753,Other,46-55,40,Single,Maharashtra,Central,Doctor,Furniture,6,4869.99,Delivered
101530,Raghav Ramaswamy,P8516,Male,26-35,52,Married,Tamil Nadu,North,Business,Furniture,5,189.39,Pending
101531,Ayesha Dani,P6429,Male,46-55,43,Married,Gujarat,North,Engineer,Furniture,1,2909.38,Delivered
101532,Jivin Chaudhry,P3639,Other,56+,32,Married,Maharashtra,South,Student,Books,4,2157.56,Delivered
101533,Siya Vora,P8729,Male,18-25,52,Single,Karnataka,North,Student,Furniture,5,761.77,Pending
101534,Vivaan Khalsa,P8013,Female,26-35,25,Married,Delhi,West,Doctor,Clothing,5,4776.58,Pending
101535,Ishita Ghose,P1611,Male,18-25,54,Divorced,Tamil Nadu,Central,Business,Books,1,625.65,Pending
101536,Tanya Choudhary,P6046,Female,46-55,19,Single,Karnataka,North,Business,Books,8,104.84,Cancelled
101537,Himmat Maharaj,P9103,Female,18-25,27,Single,Karnataka,South,Doctor,Electronics,3,4706.82,Cancelled
101538,Myra Jaggi,P8094,Female,26-35,48,Married,Tamil Nadu,South,Student,Furniture,8,805.9,Pending
101539,Nirvaan Bhatnagar,P8901,Female,36-45,59,Single,Gujarat,East,Teacher,Electronics,7,2210.16,Delivered
101540,Siya Rao,P2337,Other,56+,56,Single,Karnataka,West,Doctor,Groceries,2,3535.28,Cancelled
101541,Nitya Acharya,P2617,Male,18-25,63,Single,Gujarat,North,Business,Electronics,6,1970.9,Pending
101542,Navya Seth,P7240,Other,26-35,50,Divorced,Delhi,East,Business,Books,8,2564.73,Pending
101543,Urvi Roy,P8513,Male,26-35,57,Divorced,Maharashtra,North,Business,Clothing,8,126.28,Delivered
101544,Rati Jayaraman,P3207,Male,56+,45,Divorced,Maharashtra,West,Student,Groceries,8,3682.97,Delivered
101545,Hazel Rattan,P8724,Female,26-35,34,Married,Gujarat,Central,Business,Electronics,4,1607.38,Cancelled
101546,Pranay Sridhar,P5936,Other,36-45,26,Single,Maharashtra,South,Business,Electronics,7,3541.59,Cancelled
101547,Rohan Rao,P4169,Other,56+,37,Divorced,Delhi,South,Engineer,Groceries,9,4790.86,Pending
101548,Pari Dass,P9907,Male,26-35,29,Divorced,Maharashtra,North,Engineer,Clothing,8,1299.93,Pending
101549,Anika Ratti,P7398,Other,56+,26,Single,Karnataka,Central,Engineer,Electronics,5,3779.08,Pending
101550,Jayant Swaminathan,P4929,Other,46-55,42,Married,Tamil Nadu,South,Doctor,Furniture,5,155.12,Delivered
101551,Heer Barad,P7944,Other,46-55,62,Single,Maharashtra,East,Student,Groceries,8,3212.53,Cancelled
101552,Hiran Varkey,P4450,Other,46-55,32,Divorced,Delhi,South,Student,Electronics,2,3690.43,Cancelled
101553,Ira Bhakta,P1587,Other,46-55,55,Married,Gujarat,North,Teacher,Electronics,7,4549.64,Cancelled
101554,Saanvi Kala,P5276,Female,26-35,23,Single,Tamil Nadu,East,Student,Clothing,6,3598.11,Delivered
101555,Kiara Bala,P2241,Female,46-55,35,Divorced,Delhi,Central,Business,Groceries,2,2901.9,Cancelled
101556,Eshani Ram,P4604,Other,46-55,61,Married,Gujarat,West,Engineer,Clothing,8,3812.89,Pending
101557,Shanaya Zachariah,P7593,Other,18-25,42,Married,Delhi,North,Teacher,Books,1,4668.27,Delivered
101558,Gatik Sen,P5664,Female,56+,30,Married,Maharashtra,South,Student,Groceries,7,602.47,Cancelled
101559,Sumer Som,P3431,Other,46-55,22,Single,Tamil Nadu,East,Business,Books,6,4364.29,Delivered
101560,Tara Bhatia,P4879,Female,46-55,19,Divorced,Gujarat,East,Teacher,Books,7,2460.19,Delivered
101561,Badal Lata,P5863,Male,18-25,22,Married,Karnataka,West,Doctor,Groceries,7,3125.86,Cancelled
101562,Jhanvi Jhaveri,P6169,Male,26-35,52,Divorced,Karnataka,West,Teacher,Electronics,8,4666.37,Cancelled
101563,Dhruv Manne,P8478,Male,18-25,20,Divorced,Gujarat,West,Teacher,Clothing,2,1849.45,Delivered
101564,Misha Chada,P9775,Female,26-35,35,Married,Gujarat,East,Doctor,Clothing,2,2582.5,Cancelled
101565,Renee Thaman,P1345,Male,26-35,39,Divorced,Tamil Nadu,West,Doctor,Books,8,3959.49,Delivered
101566,Tiya Kalla,P9114,Male,26-35,54,Single,Tamil Nadu,North,Teacher,Furniture,2,1033.67,Pending
101567,Gatik Sangha,P6065,Male,46-55,47,Single,Tamil Nadu,Central,Student,Groceries,9,442.13,Pending
101568,Tanya Mane,P5268,Female,18-25,23,Married,Gujarat,Central,Teacher,Clothing,8,3930.84,Pending
101569,Aarav Bhargava,P3979,Male,26-35,18,Single,Delhi,West,Business,Electronics,1,115.45,Cancelled
101570,Azad Kohli,P4752,Male,36-45,22,Married,Tamil Nadu,East,Teacher,Clothing,4,3842.69,Delivered
101571,Hridaan Goda,P1458,Male,46-55,40,Married,Gujarat,Central,Teacher,Furniture,5,414.92,Cancelled
101572,Indrans Yohannan,P6707,Female,26-35,56,Divorced,Tamil Nadu,East,Engineer,Clothing,3,2052.9,Delivered
101573,Mehul Khalsa,P5651,Female,18-25,62,Single,Karnataka,East,Student,Electronics,4,1776.86,Pending
101574,Kanav Bora,P9731,Female,56+,53,Divorced,Gujarat,Central,Doctor,Clothing,4,2196.48,Pending
101575,Gatik Iyer,P2316,Female,26-35,48,Married,Maharashtra,South,Engineer,Furniture,8,1329.68,Cancelled
101576,Tiya Varkey,P8979,Male,36-45,31,Married,Delhi,South,Business,Electronics,7,3262.02,Cancelled
101577,Jayant Bath,P2987,Female,46-55,47,Divorced,Tamil Nadu,East,Engineer,Groceries,1,4301.77,Pending
101578,Anika Thaker,P8263,Other,18-25,49,Single,Gujarat,North,Business,Electronics,1,1624.56,Cancelled
101579,Shalv Dhar,P4880,Female,26-35,48,Single,Karnataka,West,Doctor,Groceries,1,4569.89,Delivered
101580,Armaan Dhar,P2472,Female,36-45,31,Married,Delhi,South,Doctor,Books,6,2749.07,Cancelled
101581,Kartik Aggarwal,P7403,Male,18-25,28,Married,Gujarat,Central,Doctor,Groceries,6,689.11,Pending
101582,Aarna Bhat,P7859,Other,18-25,18,Single,Gujarat,South,Teacher,Groceries,6,1700.87,Pending
101583,Samaira Walla,P4960,Male,26-35,61,Married,Maharashtra,Central,Doctor,Groceries,2,4538.06,Pending
101584,Taimur Gera,P1268,Other,56+,51,Divorced,Tamil Nadu,East,Business,Books,7,974.92,Cancelled
101585,Raunak Sandal,P6357,Male,56+,64,Married,Gujarat,Central,Doctor,Books,1,1244.89,Pending
101586,Sana Dube,P7287,Male,18-25,58,Divorced,Maharashtra,North,Teacher,Furniture,9,4114.17,Pending
101587,Dishani Mall,P9807,Female,56+,53,Married,Maharashtra,North,Business,Electronics,7,3884.88,Delivered
101588,Faiyaz Dugal,P4621,Male,36-45,36,Divorced,Maharashtra,Central,Doctor,Clothing,3,3082.57,Cancelled
101589,Yuvraj  Vala,P3918,Male,46-55,58,Married,Karnataka,South,Doctor,Clothing,6,2416.4,Cancelled
101590,Rhea Buch,P7420,Male,46-55,61,Divorced,Delhi,South,Student,Electronics,9,4677.62,Cancelled
101591,Pari Sheth,P7831,Female,18-25,30,Single,Tamil Nadu,East,Student,Groceries,9,3816.03,Pending
101592,Ritvik Basak,P6708,Female,26-35,39,Single,Karnataka,South,Student,Groceries,8,3844.19,Pending
101593,Anahita Kant,P5727,Male,46-55,28,Divorced,Karnataka,Central,Doctor,Clothing,1,3457.48,Delivered
101594,Hunar Lanka,P9442,Male,26-35,31,Single,Karnataka,South,Doctor,Clothing,5,4415.73,Cancelled
101595,Mannat Chawla,P5897,Female,26-35,33,Married,Tamil Nadu,South,Student,Books,9,4595.5,Cancelled
101596,Rati Chaudhuri,P9352,Male,26-35,50,Single,Karnataka,North,Teacher,Furniture,7,1826.39,Cancelled
101597,Saksham Lall,P4515,Female,26-35,64,Married,Gujarat,West,Student,Furniture,8,451.38,Pending
101598,Romil Mammen,P6340,Other,18-25,24,Single,Karnataka,East,Student,Books,1,2672.41,Pending
101599,Dhanuk Sarraf,P3397,Female,18-25,19,Single,Maharashtra,North,Business,Furniture,8,3875.38,Cancelled
101600,Abram Som,P2368,Male,26-35,22,Married,Tamil Nadu,Central,Doctor,Books,3,4402.14,Delivered
101601,Vivaan Dhaliwal,P2139,Female,36-45,60,Married,Tamil Nadu,Central,Doctor,Electronics,1,4474.31,Pending
101602,Miraya Bahl,P6448,Other,36-45,47,Single,Karnataka,East,Doctor,Electronics,8,4046.31,Pending
101603,Badal Baria,P4247,Other,36-45,25,Divorced,Karnataka,South,Student,Furniture,9,3626.15,Cancelled
101604,Riya Bera,P8189,Other,46-55,29,Married,Delhi,South,Engineer,Furniture,7,591.34,Delivered
101605,Aaryahi Gokhale,P9614,Male,26-35,21,Single,Tamil Nadu,Central,Engineer,Furniture,4,3894.95,Delivered
101606,Elakshi Dutta,P3878,Male,36-45,23,Divorced,Karnataka,North,Student,Clothing,6,1086.52,Delivered
101607,Shayak Yohannan,P4095,Other,36-45,24,Divorced,Maharashtra,South,Teacher,Electronics,4,3146.68,Pending
101608,Ivan Kashyap,P7844,Female,36-45,64,Single,Tamil Nadu,East,Doctor,Books,6,3442.37,Cancelled
101609,Nishith Magar,P5933,Other,36-45,60,Single,Maharashtra,South,Doctor,Furniture,1,2916.93,Delivered
101610,Akarsh Yohannan,P5612,Other,18-25,21,Single,Maharashtra,East,Business,Clothing,1,1908.99,Delivered
101611,Shlok Srinivasan,P2563,Other,18-25,37,Married,Karnataka,North,Teacher,Clothing,6,4182.69,Cancelled
101612,Suhana Gera,P1337,Male,26-35,30,Divorced,Maharashtra,South,Business,Electronics,8,3001.07,Cancelled
101613,Taran Bala,P4993,Other,36-45,33,Single,Delhi,West,Business,Furniture,9,319.95,Cancelled
101614,Lakshay Savant,P7583,Female,56+,40,Single,Delhi,West,Engineer,Electronics,7,2430.08,Cancelled
101615,Kashvi Uppal,P8947,Male,18-25,61,Single,Tamil Nadu,South,Engineer,Furniture,4,658.58,Cancelled
101616,Badal Tandon,P3128,Male,36-45,55,Married,Delhi,South,Doctor,Books,2,2538.13,Delivered
101617,Jayant Zachariah,P3310,Male,36-45,26,Married,Karnataka,West,Engineer,Groceries,8,3205.68,Delivered
101618,Madhup Lala,P4255,Male,36-45,56,Divorced,Gujarat,Central,Business,Clothing,1,356.78,Delivered
101619,Tarini Sharaf,P7623,Female,36-45,26,Divorced,Maharashtra,East,Engineer,Books,1,150.43,Pending
101620,Misha Mahajan,P9486,Female,46-55,27,Single,Delhi,East,Student,Clothing,3,1297.05,Pending
101621,Aarush Balakrishnan,P5217,Male,26-35,38,Divorced,Karnataka,North,Business,Furniture,7,1146.28,Delivered
101622,Rasha Kala,P5328,Male,46-55,55,Married,Gujarat,West,Business,Furniture,3,2806.66,Delivered
101623,Divij Bail,P2283,Male,46-55,41,Married,Tamil Nadu,South,Student,Electronics,9,1515.16,Delivered
101624,Kismat Gokhale,P9805,Male,56+,33,Single,Maharashtra,West,Doctor,Books,1,1087.52,Pending
101625,Riya Bera,P6965,Other,26-35,29,Single,Karnataka,Central,Doctor,Electronics,6,3916.91,Cancelled
101626,Ehsaan Bassi,P4088,Female,18-25,21,Single,Tamil Nadu,South,Teacher,Clothing,6,3667.58,Pending
101627,Indrajit Chaudhary,P7496,Male,46-55,60,Single,Maharashtra,North,Teacher,Books,8,2547.83,Delivered
101628,Gokul Thakkar,P1537,Female,46-55,59,Single,Delhi,South,Engineer,Electronics,4,2572.5,Cancelled
101629,Kiara Varghese,P9242,Male,18-25,64,Married,Maharashtra,South,Teacher,Groceries,3,3810.08,Delivered
101630,Rohan Toor,P9433,Other,36-45,37,Married,Gujarat,North,Student,Groceries,3,780.32,Pending
101631,Miraya Goel,P2756,Female,36-45,24,Divorced,Gujarat,South,Business,Clothing,8,2130.9,Delivered
101632,Anahi Bains,P6447,Male,46-55,29,Single,Maharashtra,West,Engineer,Groceries,7,4920.8,Delivered
101633,Pihu Jain,P8290,Other,18-25,60,Divorced,Gujarat,West,Student,Groceries,9,1888.69,Delivered
101634,Miraan Sathe,P1779,Other,26-35,63,Single,Gujarat,Central,Student,Groceries,5,4552.12,Cancelled
101635,Riaan Ganesh,P3853,Female,26-35,28,Single,Karnataka,Central,Business,Books,1,2742.4,Cancelled
101636,Aaryahi Kapadia,P6754,Other,18-25,61,Married,Maharashtra,East,Doctor,Clothing,1,3303.93,Delivered
101637,Tanya Chawla,P7963,Other,36-45,47,Single,Tamil Nadu,East,Student,Groceries,8,1722.54,Cancelled
101638,Neysa Khare,P7243,Male,36-45,39,Married,Delhi,North,Teacher,Furniture,7,2281.22,Pending
101639,Rati Sachdeva,P9019,Female,56+,50,Divorced,Maharashtra,South,Teacher,Clothing,9,734.86,Cancelled
101640,Stuvan Dash,P4002,Female,36-45,38,Divorced,Gujarat,East,Student,Furniture,1,1871.59,Pending
101641,Vardaniya Loke,P3814,Other,46-55,28,Single,Tamil Nadu,East,Business,Electronics,1,2173.17,Pending
101642,Eshani Bhandari,P7759,Other,56+,36,Divorced,Gujarat,East,Engineer,Groceries,1,186.43,Pending
101643,Vivaan Kaur,P4678,Female,26-35,50,Divorced,Gujarat,East,Business,Clothing,5,662.8,Pending
101644,Neysa Behl,P1585,Female,56+,54,Single,Karnataka,North,Doctor,Furniture,3,752.69,Pending
101645,Shalv Balasubramanian,P2276,Other,36-45,38,Divorced,Maharashtra,North,Doctor,Clothing,9,696.2,Delivered
101646,Aradhya Manda,P2560,Female,36-45,60,Married,Maharashtra,North,Teacher,Clothing,4,1306.32,Cancelled
101647,Urvi Bansal,P3433,Other,36-45,63,Divorced,Delhi,East,Engineer,Books,5,2566.96,Pending
101648,Lagan Chacko,P4180,Other,26-35,57,Single,Maharashtra,East,Teacher,Electronics,6,3419.77,Delivered
101649,Hansh Chopra,P6356,Female,56+,60,Divorced,Maharashtra,West,Student,Groceries,5,369.18,Delivered
101650,Raghav Bal,P4752,Male,56+,36,Married,Maharashtra,West,Business,Groceries,2,644.16,Cancelled
101651,Diya Bahl,P3868,Other,26-35,47,Single,Gujarat,North,Teacher,Electronics,7,1876.57,Cancelled
101652,Trisha Wason,P5182,Female,46-55,64,Married,Maharashtra,Central,Teacher,Electronics,2,3951.6,Cancelled
